pickup_month,monthly_hamper_demand,unique_client,total_visits,visits_last_90d,days_since_first_visit,avg_days_between_visits,distance_km,avg_distance_km,distance_category,total_dependents,unique_clients,returning_proportion,prev_month_demand,rolling_3m_demand
Mar-24,938,1696016543263x699139157931514800,12,4.0,133,25.545454545454547,20.596,20.596,far,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016543263x699139157931514800,12,3.0,159,25.545454545454547,20.596,20.596,far,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543263x699139157931514800,12,3.0,194,25.545454545454547,20.596,20.596,far,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543263x699139157931514800,12,4.0,222,25.545454545454547,20.596,20.596,far,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543263x699139157931514800,12,3.0,249,25.545454545454547,20.596,20.596,far,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543263x699139157931514800,12,3.0,286,25.545454545454547,20.596,20.596,far,4369,998,0.9826238053866203,7.0,748.0
Feb-24,845,1696016543269x605190858594660000,7,1.0,0,27.333333333333332,14.188,14.188,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016543269x605190858594660000,7,2.0,28,27.333333333333332,14.188,14.188,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016543269x605190858594660000,7,3.0,61,27.333333333333332,14.188,14.188,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543269x605190858594660000,7,4.0,89,27.333333333333332,14.188,14.188,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543269x605190858594660000,7,4.0,105,27.333333333333332,14.188,14.188,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543269x605190858594660000,7,4.0,132,27.333333333333332,14.188,14.188,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543269x605190858594660000,7,4.0,166,27.333333333333332,14.188,14.188,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016543551x225103632857551740,10,1.0,0,27.555555555555557,11.017,11.017,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016543551x225103632857551740,10,2.0,29,27.555555555555557,11.017,11.017,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016543551x225103632857551740,10,3.0,34,27.555555555555557,11.017,11.017,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016543551x225103632857551740,10,4.0,78,27.555555555555557,11.017,11.017,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016543551x225103632857551740,10,4.0,111,27.555555555555557,11.017,11.017,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016543551x225103632857551740,10,3.0,146,27.555555555555557,11.017,11.017,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543551x225103632857551740,10,4.0,168,27.555555555555557,11.017,11.017,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543551x225103632857551740,10,4.0,187,27.555555555555557,11.017,11.017,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543551x225103632857551740,10,4.0,217,27.555555555555557,11.017,11.017,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543551x225103632857551740,10,4.0,252,27.555555555555557,11.017,11.017,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016543578x238319028511044130,10,1.0,0,29.11111111111111,24.751,24.751,far,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016543578x238319028511044130,10,2.0,29,29.11111111111111,24.751,24.751,far,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016543578x238319028511044130,10,3.0,60,29.11111111111111,24.751,24.751,far,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016543578x238319028511044130,10,3.0,103,29.11111111111111,24.751,24.751,far,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016543578x238319028511044130,10,3.0,120,29.11111111111111,24.751,24.751,far,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016543578x238319028511044130,10,4.0,137,29.11111111111111,24.751,24.751,far,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543578x238319028511044130,10,4.0,181,29.11111111111111,24.751,24.751,far,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543578x238319028511044130,10,4.0,202,29.11111111111111,24.751,24.751,far,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543578x238319028511044130,10,3.0,234,29.11111111111111,24.751,24.751,far,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543578x238319028511044130,10,4.0,265,29.11111111111111,24.751,24.751,far,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016543585x433857866570096060,11,1.0,0,25.4,8.683,8.683,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016543585x433857866570096060,11,2.0,35,25.4,8.683,8.683,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016543585x433857866570096060,11,3.0,67,25.4,8.683,8.683,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016543585x433857866570096060,11,3.0,99,25.4,8.683,8.683,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016543585x433857866570096060,11,3.0,127,25.4,8.683,8.683,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016543585x433857866570096060,11,4.0,131,25.4,8.683,8.683,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543585x433857866570096060,11,4.0,162,25.4,8.683,8.683,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543585x433857866570096060,11,4.0,194,25.4,8.683,8.683,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543585x433857866570096060,11,3.0,224,25.4,8.683,8.683,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543585x433857866570096060,11,3.0,256,25.4,8.683,8.683,medium,4369,998,0.9826238053866203,7.0,748.0
Aug-24,1297,1696016543585x433857866570096060,11,4.0,258,25.4,8.683,8.683,medium,4369,998,0.9826238053866203,7.0,748.0
Jan-24,834,1696016543608x604513024984148200,8,1.0,0,31.0,11.963,11.963,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016543608x604513024984148200,8,2.0,30,31.0,11.963,11.963,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016543608x604513024984148200,8,3.0,59,31.0,11.963,11.963,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016543608x604513024984148200,8,3.0,95,31.0,11.963,11.963,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543608x604513024984148200,8,3.0,131,31.0,11.963,11.963,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543608x604513024984148200,8,3.0,151,31.0,11.963,11.963,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543608x604513024984148200,8,3.0,200,31.0,11.963,11.963,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543608x604513024984148200,8,4.0,220,31.0,11.963,11.963,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016543725x233213382705078850,11,1.0,0,24.2,0.507,0.507,near,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016543725x233213382705078850,11,2.0,29,24.2,0.507,0.507,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016543725x233213382705078850,11,3.0,60,24.2,0.507,0.507,near,3160,765,0.9987878787878788,845.0,791.0
Jan-24,834,1696016543725x233213382705078850,11,4.0,62,24.2,0.507,0.507,near,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016543725x233213382705078850,11,4.0,91,24.2,0.507,0.507,near,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016543725x233213382705078850,11,4.0,120,24.2,0.507,0.507,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016543725x233213382705078850,11,5.0,127,24.2,0.507,0.507,near,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543725x233213382705078850,11,4.0,156,24.2,0.507,0.507,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543725x233213382705078850,11,4.0,189,24.2,0.507,0.507,near,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543725x233213382705078850,11,3.0,219,24.2,0.507,0.507,near,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543725x233213382705078850,11,3.0,247,24.2,0.507,0.507,near,4369,998,0.9826238053866203,7.0,748.0
Dec-23,694,1696016543832x980149344817909800,8,1.0,0,34.857142857142854,3.662,3.662,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016543832x980149344817909800,8,2.0,27,34.857142857142854,3.662,3.662,near,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016543832x980149344817909800,8,3.0,72,34.857142857142854,3.662,3.662,near,3190,812,0.9975816203143894,694.0,945.3333333333334
Apr-24,940,1696016543832x980149344817909800,8,2.0,126,34.857142857142854,3.662,3.662,near,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543832x980149344817909800,8,3.0,154,34.857142857142854,3.662,3.662,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543832x980149344817909800,8,3.0,185,34.857142857142854,3.662,3.662,near,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543832x980149344817909800,8,4.0,215,34.857142857142854,3.662,3.662,near,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543832x980149344817909800,8,3.0,246,34.857142857142854,3.662,3.662,near,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016543874x837616512652658000,11,1.0,0,28.0,9.52,9.52,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016543874x837616512652658000,11,2.0,34,28.0,9.52,9.52,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016543874x837616512652658000,11,3.0,69,28.0,9.52,9.52,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016543874x837616512652658000,11,3.0,98,28.0,9.52,9.52,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016543874x837616512652658000,11,3.0,130,28.0,9.52,9.52,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016543874x837616512652658000,11,3.0,166,28.0,9.52,9.52,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016543874x837616512652658000,11,3.0,196,28.0,9.52,9.52,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016543874x837616512652658000,11,3.0,224,28.0,9.52,9.52,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016543874x837616512652658000,11,4.0,254,28.0,9.52,9.52,medium,4219,985,0.9955277280858676,3.0,751.0
Jul-24,1416,1696016543874x837616512652658000,11,5.0,256,28.0,9.52,9.52,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016543874x837616512652658000,11,5.0,285,28.0,9.52,9.52,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016544353x205702775517744500,10,1.0,0,31.11111111111111,0.436,0.43600000000000005,near,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016544353x205702775517744500,10,2.0,32,31.11111111111111,0.436,0.43600000000000005,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016544353x205702775517744500,10,3.0,77,31.11111111111111,0.436,0.43600000000000005,near,3160,765,0.9987878787878788,845.0,791.0
Mar-24,938,1696016544353x205702775517744500,10,3.0,117,31.11111111111111,0.436,0.43600000000000005,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Mar-24,938,1696016544353x205702775517744500,10,3.0,137,31.11111111111111,0.436,0.43600000000000005,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016544353x205702775517744500,10,4.0,150,31.11111111111111,0.436,0.43600000000000005,near,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016544353x205702775517744500,10,4.0,180,31.11111111111111,0.436,0.43600000000000005,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016544353x205702775517744500,10,4.0,211,31.11111111111111,0.436,0.43600000000000005,near,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016544353x205702775517744500,10,3.0,255,31.11111111111111,0.436,0.43600000000000005,near,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016544353x205702775517744500,10,3.0,285,31.11111111111111,0.436,0.43600000000000005,near,4369,998,0.9826238053866203,7.0,748.0
Dec-23,694,1696016544405x528071978051174500,9,1.0,0,28.25,11.895,11.895,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016544405x528071978051174500,9,2.0,32,28.25,11.895,11.895,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016544405x528071978051174500,9,3.0,62,28.25,11.895,11.895,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016544405x528071978051174500,9,4.0,76,28.25,11.895,11.895,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016544405x528071978051174500,9,4.0,109,28.25,11.895,11.895,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016544405x528071978051174500,9,4.0,145,28.25,11.895,11.895,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016544405x528071978051174500,9,3.0,168,28.25,11.895,11.895,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016544405x528071978051174500,9,4.0,198,28.25,11.895,11.895,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016544405x528071978051174500,9,4.0,229,28.25,11.895,11.895,medium,4369,998,0.9826238053866203,7.0,748.0
Feb-24,845,1696016544745x638362946250020200,5,1.0,0,29.75,15.031,15.031,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016544745x638362946250020200,5,2.0,27,29.75,15.031,15.031,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016544745x638362946250020200,5,3.0,58,29.75,15.031,15.031,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016544745x638362946250020200,5,4.0,88,29.75,15.031,15.031,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016544745x638362946250020200,5,3.0,119,29.75,15.031,15.031,medium,3659,939,1.0,1416.0,985.6666666666666
Nov-23,591,1696016544836x826644199073480100,12,1.0,0,24.0,21.463,21.463000000000005,far,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016544836x826644199073480100,12,2.0,29,24.0,21.463,21.463000000000005,far,2594,646,0.9898107714701602,1297.0,666.0
Dec-23,694,1696016544836x826644199073480100,12,3.0,32,24.0,21.463,21.463000000000005,far,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016544836x826644199073480100,12,4.0,62,24.0,21.463,21.463000000000005,far,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016544836x826644199073480100,12,4.0,96,24.0,21.463,21.463000000000005,far,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016544836x826644199073480100,12,3.0,124,24.0,21.463,21.463000000000005,far,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016544836x826644199073480100,12,3.0,165,24.0,21.463,21.463000000000005,far,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016544836x826644199073480100,12,3.0,194,24.0,21.463,21.463000000000005,far,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016544836x826644199073480100,12,3.0,225,24.0,21.463,21.463000000000005,far,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016544836x826644199073480100,12,4.0,229,24.0,21.463,21.463000000000005,far,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016544836x826644199073480100,12,4.0,261,24.0,21.463,21.463000000000005,far,4369,998,0.9826238053866203,7.0,748.0
Aug-24,1297,1696016544836x826644199073480100,12,5.0,269,24.0,21.463,21.463000000000005,far,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016544862x953841611734186400,11,1.0,0,27.1,7.112,7.112,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016544862x953841611734186400,11,2.0,29,27.1,7.112,7.112,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016544862x953841611734186400,11,3.0,58,27.1,7.112,7.112,medium,3160,765,0.9987878787878788,845.0,791.0
Jan-24,834,1696016544862x953841611734186400,11,4.0,60,27.1,7.112,7.112,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016544862x953841611734186400,11,4.0,91,27.1,7.112,7.112,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016544862x953841611734186400,11,4.0,120,27.1,7.112,7.112,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016544862x953841611734186400,11,4.0,149,27.1,7.112,7.112,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016544862x953841611734186400,11,3.0,182,27.1,7.112,7.112,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016544862x953841611734186400,11,4.0,210,27.1,7.112,7.112,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016544862x953841611734186400,11,3.0,245,27.1,7.112,7.112,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016544862x953841611734186400,11,3.0,276,27.1,7.112,7.112,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016544904x898536869302426800,10,1.0,0,31.444444444444443,15.627,15.627,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016544904x898536869302426800,10,2.0,28,31.444444444444443,15.627,15.627,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016544904x898536869302426800,10,3.0,70,31.444444444444443,15.627,15.627,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016544904x898536869302426800,10,3.0,98,31.444444444444443,15.627,15.627,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016544904x898536869302426800,10,3.0,126,31.444444444444443,15.627,15.627,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016544904x898536869302426800,10,4.0,160,31.444444444444443,15.627,15.627,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016544904x898536869302426800,10,3.0,190,31.444444444444443,15.627,15.627,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016544904x898536869302426800,10,3.0,221,31.444444444444443,15.627,15.627,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016544904x898536869302426800,10,3.0,251,31.444444444444443,15.627,15.627,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016544904x898536869302426800,10,3.0,286,31.444444444444443,15.627,15.627,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016545211x256446158246851360,12,1.0,0,25.363636363636363,8.244,8.244,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016545211x256446158246851360,12,2.0,32,25.363636363636363,8.244,8.244,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016545211x256446158246851360,12,3.0,62,25.363636363636363,8.244,8.244,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016545211x256446158246851360,12,3.0,95,25.363636363636363,8.244,8.244,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016545211x256446158246851360,12,3.0,125,25.363636363636363,8.244,8.244,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016545211x256446158246851360,12,3.0,158,25.363636363636363,8.244,8.244,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016545211x256446158246851360,12,4.0,178,25.363636363636363,8.244,8.244,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016545211x256446158246851360,12,3.0,223,25.363636363636363,8.244,8.244,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016545211x256446158246851360,12,3.0,253,25.363636363636363,8.244,8.244,medium,4219,985,0.9955277280858676,3.0,751.0
Jul-24,1416,1696016545211x256446158246851360,12,4.0,256,25.363636363636363,8.244,8.244,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016545211x256446158246851360,12,4.0,283,25.363636363636363,8.244,8.244,medium,4369,998,0.9826238053866203,7.0,748.0
Aug-24,1297,1696016545211x256446158246851360,12,5.0,284,25.363636363636363,8.244,8.244,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016545262x142445295049578030,10,1.0,0,29.77777777777778,12.477,12.477,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016545262x142445295049578030,10,2.0,30,29.77777777777778,12.477,12.477,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016545262x142445295049578030,10,3.0,58,29.77777777777778,12.477,12.477,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016545262x142445295049578030,10,3.0,91,29.77777777777778,12.477,12.477,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016545262x142445295049578030,10,4.0,119,29.77777777777778,12.477,12.477,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016545262x142445295049578030,10,3.0,153,29.77777777777778,12.477,12.477,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016545262x142445295049578030,10,3.0,182,29.77777777777778,12.477,12.477,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016545262x142445295049578030,10,3.0,212,29.77777777777778,12.477,12.477,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016545262x142445295049578030,10,3.0,244,29.77777777777778,12.477,12.477,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016545262x142445295049578030,10,3.0,273,29.77777777777778,12.477,12.477,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016545289x153968278594836640,11,1.0,0,27.2,8.191,8.191,medium,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016545289x153968278594836640,11,2.0,29,27.2,8.191,8.191,medium,2594,646,0.9898107714701602,1297.0,666.0
Dec-23,694,1696016545289x153968278594836640,11,3.0,32,27.2,8.191,8.191,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016545289x153968278594836640,11,4.0,64,27.2,8.191,8.191,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016545289x153968278594836640,11,4.0,96,27.2,8.191,8.191,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016545289x153968278594836640,11,3.0,125,27.2,8.191,8.191,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016545289x153968278594836640,11,4.0,151,27.2,8.191,8.191,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016545289x153968278594836640,11,4.0,180,27.2,8.191,8.191,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016545289x153968278594836640,11,3.0,215,27.2,8.191,8.191,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016545289x153968278594836640,11,3.0,250,27.2,8.191,8.191,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016545289x153968278594836640,11,3.0,277,27.2,8.191,8.191,medium,4369,998,0.9826238053866203,7.0,748.0
Dec-23,694,1696016545350x132910738860597010,9,1.0,0,31.125,10.754,10.754,medium,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016545350x132910738860597010,9,2.0,41,31.125,10.754,10.754,medium,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016545350x132910738860597010,9,3.0,72,31.125,10.754,10.754,medium,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016545350x132910738860597010,9,3.0,100,31.125,10.754,10.754,medium,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016545350x132910738860597010,9,3.0,133,31.125,10.754,10.754,medium,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016545350x132910738860597010,9,4.0,161,31.125,10.754,10.754,medium,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jun-24,1538,1696016545350x132910738860597010,9,3.0,191,31.125,10.754,10.754,medium,3659,939,1.0,1416.0,985.6666666666666
Jul-24,1416,1696016545350x132910738860597010,9,3.0,230,31.125,10.754,10.754,medium,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016545350x132910738860597010,9,3.0,252,31.125,10.754,10.754,medium,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016545666x495274340686667970,11,1.0,0,25.4,0.621,0.621,near,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016545666x495274340686667970,11,2.0,35,25.4,0.621,0.621,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016545666x495274340686667970,11,3.0,69,25.4,0.621,0.621,near,3160,765,0.9987878787878788,845.0,791.0
Mar-24,938,1696016545666x495274340686667970,11,3.0,104,25.4,0.621,0.621,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Mar-24,938,1696016545666x495274340686667970,11,3.0,127,25.4,0.621,0.621,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016545666x495274340686667970,11,4.0,131,25.4,0.621,0.621,near,3525,905,0.9989224137931034,,940.0
May-24,1180,1696016545666x495274340686667970,11,4.0,161,25.4,0.621,0.621,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
May-24,1180,1696016545666x495274340686667970,11,5.0,190,25.4,0.621,0.621,near,3634,935,0.9989680082559339,938.0,1218.6666666666667
Jul-24,1416,1696016545666x495274340686667970,11,3.0,223,25.4,0.621,0.621,near,4219,985,0.9955277280858676,3.0,751.0
Aug-24,1297,1696016545666x495274340686667970,11,3.0,253,25.4,0.621,0.621,near,4369,998,0.9826238053866203,7.0,748.0
Aug-24,1297,1696016545666x495274340686667970,11,4.0,258,25.4,0.621,0.621,near,4369,998,0.9826238053866203,7.0,748.0
Nov-23,591,1696016545709x896604832378097900,11,1.0,0,26.5,2.957,2.9570000000000003,near,2296,576,0.9915254237288136,1180.0,903.0
Dec-23,694,1696016545709x896604832378097900,11,2.0,29,26.5,2.957,2.9570000000000003,near,2594,646,0.9898107714701602,1297.0,666.0
Dec-23,694,1696016545709x896604832378097900,11,3.0,32,26.5,2.957,2.9570000000000003,near,2594,646,0.9898107714701602,1297.0,666.0
Jan-24,834,1696016545709x896604832378097900,11,4.0,62,26.5,2.957,2.9570000000000003,near,3160,765,0.9987878787878788,845.0,791.0
Feb-24,845,1696016545709x896604832378097900,11,4.0,97,26.5,2.957,2.9570000000000003,near,3190,812,0.9975816203143894,694.0,945.3333333333334
Mar-24,938,1696016545709x896604832378097900,11,3.0,122,26.5,2.957,2.9570000000000003,near,3418,871,0.9967032967032967,1538.0,1297.3333333333333
Apr-24,940,1696016545709x896604832378097900,11,3.0,157,26.5,2.957,2.9570000000000003,near,3525,905,0.9989224137931034,,940.0
